id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,folder
3667041,Slaking V #77,Pokemon Go,199,Ungraded,Normal wear,,,0,1,2025-02-26,
887258,Vikavolt V #180,Pokemon Darkness Ablaze,289,Ungraded,Normal wear,,,0,1,2025-02-26,
807235,Regirock V #104,Pokemon Sword & Shield,157,Ungraded,Normal wear,,,0,1,2025-02-26,
5605533,Decidueye ex #15,Pokemon Obsidian Flames,199,Ungraded,Normal wear,,,0,1,2025-02-26,
5287518,Dudunsparce #229,Pokemon Paldea Evolved,556,Ungraded,Normal wear,,,0,1,2025-02-26,
7108717,Neutralization Zone #60,Pokemon Shrouded Fable,187,Ungraded,Normal wear,,,0,1,2025-02-26,
1341666,Grimmsnarl V #SV116,Pokemon Shining Fates,200,Ungraded,Normal wear,,,0,1,2025-02-26,
2254023,Peonia #219,Pokemon Chilling Reign,700,Ungraded,Normal wear,,,0,1,2025-02-26,
4636933,Kyogre V #37,Pokemon Crown Zenith,175,Ungraded,Normal wear,,,0,1,2025-02-26,
4277242,Radiant Jirachi #120,Pokemon Silver Tempest,174,Ungraded,Normal wear,,,0,1,2025-02-26,
4277313,Lance #192,Pokemon Silver Tempest,699,Ungraded,Normal wear,,,0,1,2025-02-26,
4117561,Snorlax #TG10,Pokemon Lost Origin,746,Ungraded,Normal wear,,,0,1,2025-02-26,
4050106,Arezu #189,Pokemon Lost Origin,499,Ungraded,Normal wear,,,0,1,2025-02-26,
8244449,Leafeon ex #6,Pokemon Prismatic Evolutions,627,Ungraded,Normal wear,,,0,1,2025-02-26,
4637104,Zacian V #GG48,Pokemon Crown Zenith,1500,Ungraded,Normal wear,,,0,1,2025-02-26,
4933983,Pawmot #209,Pokemon Scarlet & Violet,618,Ungraded,Normal wear,,,0,1,2025-02-26,
6495482,Scovillain ex #22,Pokemon Temporal Forces,137,Ungraded,Normal wear,,,0,1,2025-02-26,
4933981,Dondozo #207,Pokemon Scarlet & Violet,1222,Ungraded,Normal wear,,,0,1,2025-02-26,
6495647,Incineroar ex #187,Pokemon Temporal Forces,299,Ungraded,Normal wear,,,0,1,2025-02-26,
807181,Morpeko V #79,Pokemon Sword & Shield,150,Ungraded,Normal wear,,,0,1,2025-02-26,
4637125,Giratina VSTAR #GG69,Pokemon Crown Zenith,20634,Ungraded,Normal wear,,,0,1,2025-02-26,
3489547,Galarian Mr. Rime V #49,Pokemon Astral Radiance,164,Ungraded,Normal wear,,,0,1,2025-02-26,
7800232,Spheal #199,Pokemon Surging Sparks,1049,Ungraded,Normal wear,,,0,1,2025-02-26,
6775706,Eevee #188,Pokemon Twilight Masquerade,9031,Ungraded,Normal wear,,,0,1,2025-02-26,
5809555,Nidoking #174,Pokemon Scarlet & Violet 151,1357,Ungraded,Normal wear,,,0,1,2025-02-26,
5953060,Golisopod ex #221,Pokemon Paradox Rift,299,Ungraded,Normal wear,,,0,1,2025-02-26,
3188265,Lumineon V #40,Pokemon Brilliant Stars,335,Ungraded,Normal wear,,,0,1,2025-02-26,
5953083,Tulip #244,Pokemon Paradox Rift,405,Ungraded,Normal wear,,,0,1,2025-02-26,
6775727,Sinistcha ex #210,Pokemon Twilight Masquerade,2000,Ungraded,Normal wear,,,0,1,2025-02-26,
5287554,Boss's Orders #265,Pokemon Paldea Evolved,1350,Ungraded,Normal wear,,,0,1,2025-02-26,
5605731,Glimmora ex #213,Pokemon Obsidian Flames,225,Ungraded,Normal wear,,,0,1,2025-02-26,
7418653,Galvantula ex #168,Pokemon Stellar Crown,2360,Ungraded,Normal wear,,,0,1,2025-02-26,
886801,Pincurchin V #72,Pokemon Rebel Clash,180,Ungraded,Normal wear,,,0,1,2025-02-26,
6495618,Reboot Pod #158,Pokemon Temporal Forces,199,Ungraded,Normal wear,,,0,1,2025-02-26,
4636994,Zamazenta V #98,Pokemon Crown Zenith,199,Ungraded,Normal wear,,,0,1,2025-02-26,
6277094,Hawlucha #175,Pokemon Paldean Fates,399,Ungraded,Normal wear,,,0,1,2025-02-26,
8321685,Ogre's Mask [Poke Ball] #118,Pokemon Prismatic Evolutions,190,Ungraded,Normal wear,,,0,1,2025-02-26,
4277328,Serena #207,Pokemon Silver Tempest,804,Ungraded,Normal wear,,,0,1,2025-02-26,
4277133,Chesnaught V #15,Pokemon Silver Tempest,139,Ungraded,Normal wear,,,0,1,2025-02-26,
7108715,Dangerous Laser #58,Pokemon Shrouded Fable,212,Ungraded,Normal wear,,,0,1,2025-02-26,
2254034,Welcoming Lantern #230,Pokemon Chilling Reign,405,Ungraded,Normal wear,,,0,1,2025-02-26,
5605747,Artazon #229,Pokemon Obsidian Flames,365,Ungraded,Normal wear,,,0,1,2025-02-26,
8321650,Eevee [Poke Ball] #74,Pokemon Prismatic Evolutions,700,Ungraded,Normal wear,,,0,1,2025-02-26,
4277330,Worker #209,Pokemon Silver Tempest,500,Ungraded,Normal wear,,,0,1,2025-02-26,
5287439,Copperajah ex #150,Pokemon Paldea Evolved,154,Ungraded,Normal wear,,,0,1,2025-02-26,
3188403,Sylveon VMAX #TG15,Pokemon Brilliant Stars,4000,Ungraded,Normal wear,,,0,1,2025-02-26,
7800152,Hydreigon ex #119,Pokemon Surging Sparks,283,Ungraded,Normal wear,,,0,1,2025-02-26,
5287507,Paldean Tauros #218,Pokemon Paldea Evolved,1046,Ungraded,Normal wear,,,0,1,2025-02-26,
5809418,Ninetales ex #38,Pokemon Scarlet & Violet 151,249,Ungraded,Normal wear,,,0,1,2025-02-26,
2253859,Zeraora V #53,Pokemon Chilling Reign,185,Ungraded,Normal wear,,,0,1,2025-02-26,
4050089,Hisuian Electrode V #172,Pokemon Lost Origin,315,Ungraded,Normal wear,,,0,1,2025-02-26,
4277090,Milotic #TG02,Pokemon Silver Tempest,502,Ungraded,Normal wear,,,0,1,2025-02-26,
5953102,Beach Court #263,Pokemon Paradox Rift,484,Ungraded,Normal wear,,,0,1,2025-02-26,
2513032,Gordie #223,Pokemon Evolving Skies,412,Ungraded,Normal wear,,,0,1,2025-02-26,
2771273,Chandelure V #247,Pokemon Fusion Strike,253,Ungraded,Normal wear,,,0,1,2025-02-26,
4934026,Penny #252,Pokemon Scarlet & Violet,703,Ungraded,Normal wear,,,0,1,2025-02-26,
3666982,Radiant Blastoise #18,Pokemon Go,489,Ungraded,Normal wear,,,0,1,2025-02-26,
4933898,Great Tusk ex #123,Pokemon Scarlet & Violet,170,Ungraded,Normal wear,,,0,1,2025-02-26,
1341514,Morpeko V #37,Pokemon Shining Fates,119,Ungraded,Normal wear,,,0,1,2025-02-26,
5287561,Skeledirge ex #272,Pokemon Paldea Evolved,598,Ungraded,Normal wear,,,0,1,2025-02-26,
836656,Grimmsnarl VMAX #115,Pokemon Darkness Ablaze,219,Ungraded,Normal wear,,,0,1,2025-02-26,
3489597,Darkrai V #98,Pokemon Astral Radiance,165,Ungraded,Normal wear,,,0,1,2025-02-26,
6775695,Cramorant #176,Pokemon Twilight Masquerade,402,Ungraded,Normal wear,,,0,1,2025-02-26,
2513017,Glaceon VMAX #208,Pokemon Evolving Skies,1925,Ungraded,Normal wear,,,0,1,2025-02-26,
4637067,Lunatone #GG11,Pokemon Crown Zenith,332,Ungraded,Normal wear,,,0,1,2025-02-26,
6277011,Gloom #93,Pokemon Paldean Fates,423,Ungraded,Normal wear,,,0,1,2025-02-26,
3489711,Choice Belt #211,Pokemon Astral Radiance,386,Ungraded,Normal wear,,,0,1,2025-02-26,
6277056,Luxray #137,Pokemon Paldean Fates,769,Ungraded,Normal wear,,,0,1,2025-02-26,
8244593,Glaceon ex #150,Pokemon Prismatic Evolutions,32941,Ungraded,Normal wear,,,0,1,2025-02-26,
7800248,Durant ex #215,Pokemon Surging Sparks,295,Ungraded,Normal wear,,,0,1,2025-02-26,
3489710,Origin Forme Dialga VSTAR #210,Pokemon Astral Radiance,1170,Ungraded,Normal wear,,,0,1,2025-02-26,
5952876,Garchomp ex #38,Pokemon Paradox Rift,198,Ungraded,Normal wear,,,0,1,2025-02-26,
6277055,Luxio #136,Pokemon Paldean Fates,454,Ungraded,Normal wear,,,0,1,2025-02-26,
5287501,Mismagius #212,Pokemon Paldea Evolved,1686,Ungraded,Normal wear,,,0,1,2025-02-26,
5953040,Garganacl #202,Pokemon Paradox Rift,425,Ungraded,Normal wear,,,0,1,2025-02-26,
4277318,Alolan Vulpix VSTAR #197,Pokemon Silver Tempest,1468,Ungraded,Normal wear,,,0,1,2025-02-26,
6277108,Shroodle #189,Pokemon Paldean Fates,297,Ungraded,Normal wear,,,0,1,2025-02-26,
1341627,Galarian Weezing #SV077,Pokemon Shining Fates,399,Ungraded,Normal wear,,,0,1,2025-02-26,
6769614,Blissey ex #134,Pokemon Twilight Masquerade,186,Ungraded,Normal wear,,,0,1,2025-02-26,
6775718,Blissey ex #201,Pokemon Twilight Masquerade,407,Ungraded,Normal wear,,,0,1,2025-02-26,
6277101,Sneasel #182,Pokemon Paldean Fates,399,Ungraded,Normal wear,,,0,1,2025-02-26,
6277156,Iono #237,Pokemon Paldean Fates,3200,Ungraded,Normal wear,,,0,1,2025-02-26,
5953094,Professor Sada's Vitality #256,Pokemon Paradox Rift,1475,Ungraded,Normal wear,,,0,1,2025-02-26,
886910,Sandaconda V #184,Pokemon Rebel Clash,258,Ungraded,Normal wear,,,0,1,2025-02-26,
6495676,Walking Wake ex #215,Pokemon Temporal Forces,1100,Ungraded,Normal wear,,,0,1,2025-02-26,
5287329,Chi-Yu ex #40,Pokemon Paldea Evolved,155,Ungraded,Normal wear,,,0,1,2025-02-26,
5953033,Blitzle #195,Pokemon Paradox Rift,548,Ungraded,Normal wear,,,0,1,2025-02-26,
1673332,Rapid Strike Urshifu V #152,Pokemon Battle Styles,405,Ungraded,Normal wear,,,0,1,2025-02-26,
5287562,Quaquaval ex #273,Pokemon Paldea Evolved,547,Ungraded,Normal wear,,,0,1,2025-02-26,
6495645,Torterra ex #185,Pokemon Temporal Forces,424,Ungraded,Normal wear,,,0,1,2025-02-26,
5287504,Rabsca #215,Pokemon Paldea Evolved,425,Ungraded,Normal wear,,,0,1,2025-02-26,
5605591,Pawmot ex #73,Pokemon Obsidian Flames,214,Ungraded,Normal wear,,,0,1,2025-02-26,
3667037,Conkeldurr V #73,Pokemon Go,339,Ungraded,Normal wear,,,0,1,2025-02-26,
4933990,Sandile #216,Pokemon Scarlet & Violet,455,Ungraded,Normal wear,,,0,1,2025-02-26,
6769610,Dragapult ex #130,Pokemon Twilight Masquerade,405,Ungraded,Normal wear,,,0,1,2025-02-26,
2336177,Quick Ball #216,Pokemon Sword & Shield,941,Ungraded,Normal wear,,,0,1,2025-02-26,
7800256,Hydreigon ex #223,Pokemon Surging Sparks,750,Ungraded,Normal wear,,,0,1,2025-02-26,
8321598,Exeggutor [Poke Ball] #2,Pokemon Prismatic Evolutions,249,Ungraded,Normal wear,,,0,1,2025-02-26,
6277151,Mew ex #232,Pokemon Paldean Fates,38769,Ungraded,Normal wear,,,0,1,2025-02-26,
7800244,Appletun #211,Pokemon Surging Sparks,577,Ungraded,Normal wear,,,0,1,2025-02-26,
8321549,Archaludon [Master Ball] #70,Pokemon Prismatic Evolutions,713,Ungraded,Normal wear,,,0,1,2025-02-26,
4277125,Serperior V #7,Pokemon Silver Tempest,150,Ungraded,Normal wear,,,0,1,2025-02-26,
886919,Rillaboom VMAX #193,Pokemon Rebel Clash,999,Ungraded,Normal wear,,,0,1,2025-02-26,
5287522,Skeledirge ex #233,Pokemon Paldea Evolved,294,Ungraded,Normal wear,,,0,1,2025-02-26,
887711,Coalossal V #173,Pokemon Vivid Voltage,372,Ungraded,Normal wear,,,0,1,2025-02-26,
1673347,Single Strike Urshifu VMAX #167,Pokemon Battle Styles,1206,Ungraded,Normal wear,,,0,1,2025-02-26,
5952907,Iron Hands ex #70,Pokemon Paradox Rift,377,Ungraded,Normal wear,,,0,1,2025-02-26,
3489708,Origin Forme Palkia VSTAR #208,Pokemon Astral Radiance,999,Ungraded,Normal wear,,,0,1,2025-02-26,
3489685,Irida #186,Pokemon Astral Radiance,1425,Ungraded,Normal wear,,,0,1,2025-02-26,
8321545,Bronzor [Master Ball] #66,Pokemon Prismatic Evolutions,499,Ungraded,Normal wear,,,0,1,2025-02-26,
1673343,Single Strike Style Mustard #163,Pokemon Battle Styles,246,Ungraded,Normal wear,,,0,1,2025-02-26,
1673331,Single Strike Urshifu V #151,Pokemon Battle Styles,1786,Ungraded,Normal wear,,,0,1,2025-02-26,
2336167,Morpeko VMax #204,Pokemon Sword & Shield,891,Ungraded,Normal wear,,,0,1,2025-02-26,
2513038,Boost Shake #229,Pokemon Evolving Skies,399,Ungraded,Normal wear,,,0,1,2025-02-26,
4933998,Arcanine ex #224,Pokemon Scarlet & Violet,800,Ungraded,Normal wear,,,0,1,2025-02-26,
8321531,Larvitar [Master Ball] #47,Pokemon Prismatic Evolutions,987,Ungraded,Normal wear,,,0,1,2025-02-26,
8321569,Black Belt's Training [Poke Ball] #99,Pokemon Prismatic Evolutions,224,Ungraded,Normal wear,,,0,1,2025-02-26,
2513029,Duraludon VMAX #220,Pokemon Evolving Skies,2252,Ungraded,Normal wear,,,0,1,2025-02-26,
2336175,Air Balloon #213,Pokemon Sword & Shield,497,Ungraded,Normal wear,,,0,1,2025-02-26,
2513025,Garbodor VMAX #216,Pokemon Evolving Skies,600,Ungraded,Normal wear,,,0,1,2025-02-26,
1673350,Rapid Strike Urshifu VMAX #170,Pokemon Battle Styles,5600,Ungraded,Normal wear,,,0,1,2025-02-26,
2512979,Trevenant V #168,Pokemon Evolving Skies,414,Ungraded,Normal wear,,,0,1,2025-02-26,
7108730,Fezandipiti #73,Pokemon Shrouded Fable,900,Ungraded,Normal wear,,,0,1,2025-02-26,
3667044,Melmetal VMAX #80,Pokemon Go,1037,Ungraded,Normal wear,,,0,1,2025-02-26,
4080782,Mew VMAX #TG30,Pokemon Lost Origin,1000,Ungraded,Normal wear,,,0,1,2025-02-26,
3489570,Machamp V #72,Pokemon Astral Radiance,177,Ungraded,Normal wear,,,0,1,2025-02-26,
8244623,Terapagos ex #180,Pokemon Prismatic Evolutions,2242,Ungraded,Normal wear,,,0,1,2025-02-26,
5953045,Brute Bonnet #207,Pokemon Paradox Rift,952,Ungraded,Normal wear,,,0,1,2025-02-26,
6775729,Hearthflame Mask Ogerpon ex #212,Pokemon Twilight Masquerade,1902,Ungraded,Normal wear,,,0,1,2025-02-26,
3489537,Origin Forme Palkia V #39,Pokemon Astral Radiance,151,Ungraded,Normal wear,,,0,1,2025-02-26,
4637044,Friends in Hisui #148,Pokemon Crown Zenith,628,Ungraded,Normal wear,,,0,1,2025-02-26,
5809389,Blastoise ex #9,Pokemon Scarlet & Violet 151,258,Ungraded,Normal wear,,,0,1,2025-02-26,
807299,Torkoal V #24,Pokemon Sword & Shield,175,Ungraded,Normal wear,,,0,1,2025-02-26,
3188347,Arceus VSTAR #123,Pokemon Brilliant Stars,420,Ungraded,Normal wear,,,0,1,2025-02-26,
6495646,Iron Leaves ex #186,Pokemon Temporal Forces,299,Ungraded,Normal wear,,,0,1,2025-02-26,
7108736,Bewear #79,Pokemon Shrouded Fable,1152,Ungraded,Normal wear,,,0,1,2025-02-26,
1673221,Empoleon V #40,Pokemon Battle Styles,193,Ungraded,Normal wear,,,0,1,2025-02-26,
3489710,Origin Forme Dialga VSTAR #210,Pokemon Astral Radiance,1170,Ungraded,Normal wear,,,0,1,2025-02-26,
5287491,Crocalor #202,Pokemon Paldea Evolved,1056,Ungraded,Normal wear,,,0,1,2025-02-26,
886931,Galarian Perrserker #205,Pokemon Rebel Clash,1105,Ungraded,Normal wear,,,0,1,2025-02-26,
6276978,Paldean Clodsire ex #59,Pokemon Paldean Fates,150,Ungraded,Normal wear,,,0,1,2025-02-26,
8321626,Munkidori [Poke Ball] #44,Pokemon Prismatic Evolutions,295,Ungraded,Normal wear,,,0,1,2025-02-26,
2253970,Zeraora V #166,Pokemon Chilling Reign,4733,Ungraded,Normal wear,,,0,1,2025-02-26,
2253992,Brawly #188,Pokemon Chilling Reign,278,Ungraded,Normal wear,,,0,1,2025-02-26,
7108729,Munkidori #72,Pokemon Shrouded Fable,1475,Ungraded,Normal wear,,,0,1,2025-02-26,
8321570,Black Belt's Training [Poke Ball] #98,Pokemon Prismatic Evolutions,289,Ungraded,Normal wear,,,0,1,2025-02-26,
3188408,Cafe Master #TG25,Pokemon Brilliant Stars,250,Ungraded,Normal wear,,,0,1,2025-02-26,
1341575,Sobble #SV025,Pokemon Shining Fates,250,Ungraded,Normal wear,,,0,1,2025-02-26,
6277145,Pawmi #226,Pokemon Paldean Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
5953096,Professor Turo's Scenario #257,Pokemon Paradox Rift,1000,Ungraded,Normal wear,,,0,1,2025-02-26,
8321605,Dipplin [Poke Ball] #10,Pokemon Prismatic Evolutions,158,Ungraded,Normal wear,,,0,1,2025-02-26,
1341582,Barraskewda #SV032,Pokemon Shining Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
2771055,Appletun V #26,Pokemon Fusion Strike,171,Ungraded,Normal wear,,,0,1,2025-02-26,
4636961,Hatterene V #65,Pokemon Crown Zenith,187,Ungraded,Normal wear,,,0,1,2025-02-26,
4277315,Wallace #194,Pokemon Silver Tempest,362,Ungraded,Normal wear,,,0,1,2025-02-26,
1341612,Galarian Farfetch'd #SV063,Pokemon Shining Fates,245,Ungraded,Normal wear,,,0,1,2025-02-26,
7418499,Hydrapple ex #14,Pokemon Stellar Crown,231,Ungraded,Normal wear,,,0,1,2025-02-26,
2513020,Sylveon VMAX #211,Pokemon Evolving Skies,3442,Ungraded,Normal wear,,,0,1,2025-02-26,
7418517,Lapras ex #32,Pokemon Stellar Crown,238,Ungraded,Normal wear,,,0,1,2025-02-26,
7800284,Night Stretcher #251,Pokemon Surging Sparks,2045,Ungraded,Normal wear,,,0,1,2025-02-26,
4636914,Charizard V #18,Pokemon Crown Zenith,350,Ungraded,Normal wear,,,0,1,2025-02-26,
1341562,Applin #SV012,Pokemon Shining Fates,400,Ungraded,Normal wear,,,0,1,2025-02-26,
6277149,Paldean Student #230,Pokemon Paldean Fates,178,Ungraded,Normal wear,,,0,1,2025-02-26,
4050047,Giratina V #130,Pokemon Lost Origin,199,Ungraded,Normal wear,,,0,1,2025-02-26,
3216316,Alcremie #TG08,Pokemon Brilliant Stars,202,Ungraded,Normal wear,,,0,1,2025-02-26,
2253826,Blaziken V #20,Pokemon Chilling Reign,165,Ungraded,Normal wear,,,0,1,2025-02-26,
6277135,Mew ex #216,Pokemon Paldean Fates,1536,Ungraded,Normal wear,,,0,1,2025-02-26,
6775710,Hearthflame Mask Ogerpon ex #192,Pokemon Twilight Masquerade,399,Ungraded,Normal wear,,,0,1,2025-02-26,
5953042,Garbodor #204,Pokemon Paradox Rift,1180,Ungraded,Normal wear,,,0,1,2025-02-26,
4049973,Magnezone V #56,Pokemon Lost Origin,173,Ungraded,Normal wear,,,0,1,2025-02-26,
8321609,Slowpoke [Poke Ball] #18,Pokemon Prismatic Evolutions,256,Ungraded,Normal wear,,,0,1,2025-02-26,
8244562,Maximum Belt #117,Pokemon Prismatic Evolutions,232,Ungraded,Normal wear,,,0,1,2025-02-26,
1673289,Corviknight V #109,Pokemon Battle Styles,180,Ungraded,Normal wear,,,0,1,2025-02-26,
6277122,Wingull #203,Pokemon Paldean Fates,297,Ungraded,Normal wear,,,0,1,2025-02-26,
4933992,Mabosstiff #218,Pokemon Scarlet & Violet,519,Ungraded,Normal wear,,,0,1,2025-02-26,
4934008,Oinkologne ex #234,Pokemon Scarlet & Violet,219,Ungraded,Normal wear,,,0,1,2025-02-26,
1341498,Kyogre #21,Pokemon Shining Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
886925,Copperajah VMAX #199,Pokemon Rebel Clash,795,Ungraded,Normal wear,,,0,1,2025-02-26,
886848,Malamar V #121,Pokemon Rebel Clash,203,Ungraded,Normal wear,,,0,1,2025-02-26,
5953073,Bombirdier ex #234,Pokemon Paradox Rift,238,Ungraded,Normal wear,,,0,1,2025-02-26,
4277115,Raihan #TG27,Pokemon Silver Tempest,367,Ungraded,Normal wear,,,0,1,2025-02-26,
6277027,Charmander #109,Pokemon Paldean Fates,1999,Ungraded,Normal wear,,,0,1,2025-02-26,
5953022,Dottler #184,Pokemon Paradox Rift,399,Ungraded,Normal wear,,,0,1,2025-02-26,
2512903,Lycanroc VMAX #92,Pokemon Evolving Skies,243,Ungraded,Normal wear,,,0,1,2025-02-26,
5953067,Sandy Shocks ex #228,Pokemon Paradox Rift,314,Ungraded,Normal wear,,,0,1,2025-02-26,
2253966,Volcanion V #162,Pokemon Chilling Reign,298,Ungraded,Normal wear,,,0,1,2025-02-26,
1341639,Corviknight #SV089,Pokemon Shining Fates,235,Ungraded,Normal wear,,,0,1,2025-02-26,
2771102,Greninja V #73,Pokemon Fusion Strike,255,Ungraded,Normal wear,,,0,1,2025-02-26,
8321624,Sylveon [Poke Ball] #40,Pokemon Prismatic Evolutions,600,Ungraded,Normal wear,,,0,1,2025-02-26,
8244579,Eri #136,Pokemon Prismatic Evolutions,561,Ungraded,Normal wear,,,0,1,2025-02-26,
2513043,Turffield Stadium #234,Pokemon Evolving Skies,500,Ungraded,Normal wear,,,0,1,2025-02-26,
4277255,Regidrago V #135,Pokemon Silver Tempest,206,Ungraded,Normal wear,,,0,1,2025-02-26,
4934014,Professor's Research: Professor Sada #240,Pokemon Scarlet & Violet,625,Ungraded,Normal wear,,,0,1,2025-02-26,
1341521,Crobat V #44,Pokemon Shining Fates,165,Ungraded,Normal wear,,,0,1,2025-02-26,
3188395,Roseanne's Backup #172,Pokemon Brilliant Stars,476,Ungraded,Normal wear,,,0,1,2025-02-26,
6277133,Espathra ex #214,Pokemon Paldean Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
5809582,Charizard ex #199,Pokemon Scarlet & Violet 151,24250,Ungraded,Normal wear,,,0,1,2025-02-26,
8244616,Janine's Secret Art #173,Pokemon Prismatic Evolutions,3788,Ungraded,Normal wear,,,0,1,2025-02-26,
2771068,Chandelure V #39,Pokemon Fusion Strike,148,Ungraded,Normal wear,,,0,1,2025-02-26,
4934020,Great Tusk ex #246,Pokemon Scarlet & Violet,1060,Ungraded,Normal wear,,,0,1,2025-02-26,
886924,Malamar VMAX #198,Pokemon Rebel Clash,698,Ungraded,Normal wear,,,0,1,2025-02-26,
6277114,Cyclizar #195,Pokemon Paldean Fates,299,Ungraded,Normal wear,,,0,1,2025-02-26,
2253908,Liepard V #104,Pokemon Chilling Reign,195,Ungraded,Normal wear,,,0,1,2025-02-26,
2512875,Espeon V #64,Pokemon Evolving Skies,252,Ungraded,Normal wear,,,0,1,2025-02-26,
6495670,Eri #210,Pokemon Temporal Forces,1994,Ungraded,Normal wear,,,0,1,2025-02-26,
8321524,Spritzee [Master Ball] #38,Pokemon Prismatic Evolutions,599,Ungraded,Normal wear,,,0,1,2025-02-26,
6775722,Hassel #205,Pokemon Twilight Masquerade,218,Ungraded,Normal wear,,,0,1,2025-02-26,
3206620,Galarian Zapdos V #182,Pokemon Brilliant Stars,1050,Ungraded,Normal wear,,,0,1,2025-02-26,
3188319,Morpeko V #95,Pokemon Brilliant Stars,171,Ungraded,Normal wear,,,0,1,2025-02-26,
5952973,Aegislash ex #135,Pokemon Paradox Rift,169,Ungraded,Normal wear,,,0,1,2025-02-26,
2771069,Chandelure VMAX #40,Pokemon Fusion Strike,263,Ungraded,Normal wear,,,0,1,2025-02-26,
2254016,Brawley #212,Pokemon Chilling Reign,650,Ungraded,Normal wear,,,0,1,2025-02-26,
1341667,Grimmsnarl VMAX #SV117,Pokemon Shining Fates,341,Ungraded,Normal wear,,,0,1,2025-02-26,
1341622,Clobbopus #SV072,Pokemon Shining Fates,263,Ungraded,Normal wear,,,0,1,2025-02-26,
4050105,Pidgeot V #188,Pokemon Lost Origin,349,Ungraded,Normal wear,,,0,1,2025-02-26,
2254006,Ice Rider Calyrex VMAX #202,Pokemon Chilling Reign,799,Ungraded,Normal wear,,,0,1,2025-02-26,
5953041,Slither Wing #203,Pokemon Paradox Rift,500,Ungraded,Normal wear,,,0,1,2025-02-26,
1341528,Ditto VMAX #51,Pokemon Shining Fates,300,Ungraded,Normal wear,,,0,1,2025-02-26,
1341553,Decidueye #SV003,Pokemon Shining Fates,414,Ungraded,Normal wear,,,0,1,2025-02-26,
6495638,Metagross #178,Pokemon Temporal Forces,3221,Ungraded,Normal wear,,,0,1,2025-02-26,
5809578,Giovanni's Charisma #197,Pokemon Scarlet & Violet 151,882,Ungraded,Normal wear,,,0,1,2025-02-26,
1341532,Cramorant VMAX #55,Pokemon Shining Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
3489660,Beedrill V #161,Pokemon Astral Radiance,3648,Ungraded,Normal wear,,,0,1,2025-02-26,
4637078,Ditto #GG22,Pokemon Crown Zenith,377,Ungraded,Normal wear,,,0,1,2025-02-26,
3667035,Alolan Exeggutor V #71,Pokemon Go,299,Ungraded,Normal wear,,,0,1,2025-02-26,
6277150,Paldean Student #231,Pokemon Paldean Fates,170,Ungraded,Normal wear,,,0,1,2025-02-26,
3667046,Blanche #82,Pokemon Go,949,Ungraded,Normal wear,,,0,1,2025-02-26,
4050094,Rotom V #177,Pokemon Lost Origin,3124,Ungraded,Normal wear,,,0,1,2025-02-26,
8321558,Buneary [Master Ball] #83,Pokemon Prismatic Evolutions,539,Ungraded,Normal wear,,,0,1,2025-02-26,
2982516,Fighting Energy #233,Pokemon Chilling Reign,700,Ungraded,Normal wear,,,0,1,2025-02-26,
7800166,Alolan Exeggutor ex #133,Pokemon Surging Sparks,188,Ungraded,Normal wear,,,0,1,2025-02-26,
4637046,Professor's Research #150,Pokemon Crown Zenith,299,Ungraded,Normal wear,,,0,1,2025-02-26,
3489686,Kamado #187,Pokemon Astral Radiance,271,Ungraded,Normal wear,,,0,1,2025-02-26,
1341592,Toxtricity #SV042,Pokemon Shining Fates,165,Ungraded,Normal wear,,,0,1,2025-02-26,
5287539,Dendra #250,Pokemon Paldea Evolved,214,Ungraded,Normal wear,,,0,1,2025-02-26,
1673328,Mimikyu V #148,Pokemon Battle Styles,1143,Ungraded,Normal wear,,,0,1,2025-02-26,
5809573,Kangaskhan ex #190,Pokemon Scarlet & Violet 151,799,Ungraded,Normal wear,,,0,1,2025-02-26,
4050048,Giratina VSTAR #131,Pokemon Lost Origin,319,Ungraded,Normal wear,,,0,1,2025-02-26,
4050036,Drapion VSTAR #119,Pokemon Lost Origin,162,Ungraded,Normal wear,,,0,1,2025-02-26,
2512934,Duraludon VMAX #123,Pokemon Evolving Skies,199,Ungraded,Normal wear,,,0,1,2025-02-26,
5953078,Professor Sada's Vitality #239,Pokemon Paradox Rift,748,Ungraded,Normal wear,,,0,1,2025-02-26,
6495627,Litten #167,Pokemon Temporal Forces,1752,Ungraded,Normal wear,,,0,1,2025-02-26,
7800075,Milotic ex #42,Pokemon Surging Sparks,225,Ungraded,Normal wear,,,0,1,2025-02-26,
2253979,Sandaconda V #175,Pokemon Chilling Reign,235,Ungraded,Normal wear,,,0,1,2025-02-26,
3216328,Urshifu VMAX #TG29,Pokemon Brilliant Stars,371,Ungraded,Normal wear,,,0,1,2025-02-26,
5953101,Roaring Moon ex #262,Pokemon Paradox Rift,758,Ungraded,Normal wear,,,0,1,2025-02-26,
4277319,Regieleki VMAX #198,Pokemon Silver Tempest,724,Ungraded,Normal wear,,,0,1,2025-02-26,
4277103,Blaziken VMAX #TG15,Pokemon Silver Tempest,2480,Ungraded,Normal wear,,,0,1,2025-02-26,
